repo_name,category_x,stars,forks,open_issues,size_kb,primary_language,age_days,created_at,last_updated,description,has_wiki,has_issues,is_fork,license,status,total_satd,todo_count,fixme_count,hack_count,bug_count,design_debt,test_debt,requirement_debt,defect_debt,category_y,avg_complexity,maintainability_index,flake8_violations,total_functions,complex_functions,loc,avg_resolution_days,total_issues,debt_label
open-mmlab/mmocr,Computer Vision,4734.0,780.0,193.0,16580.0,Python,1874.0,2021-04-07,2026-05-24,"OpenMMLab Text Detection, Recognition and Understanding Toolbox",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.0,84.08,2.0,2426.0,78.0,65954.0,7.9,100,Low
Stability-AI/generative-models,Deep Learning,27169.0,3089.0,340.0,88668.0,Python,1068.0,2023-06-22,2026-05-25,Generative Models by Stability AI,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.53,55.75,658.0,814.0,43.0,17845.0,42.59,100,Medium
roboflow/roboflow-python,Computer Vision,572.0,125.0,65.0,12894.0,Python,2215.0,2020-05-01,2026-05-25,"The official Roboflow Python package. Manage your datasets, models, and deployments. Roboflow has everything you need to build a computer vision application.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,2.33,65.96,10.0,1675.0,40.0,30023.0,13.26,100,Low
open-mmlab/mmagic,Computer Vision,7426.0,1101.0,68.0,32792.0,Jupyter Notebook,2467.0,2019-08-23,2026-05-25,"OpenMMLab Multimodal Advanced, Generative, and Intelligent Creation Toolbox. Unlock the magic 🪄: Generative-AI (AIGC), easy-to-use APIs, awsome model zoo, diffusion models, for text-to-image generatio",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.74,77.35,260.0,5242.0,288.0,176931.0,13.2,100,Low
google-deepmind/dm-haiku,Deep Learning,3234.0,289.0,104.0,2766.0,Python,2288.0,2020-02-18,2026-05-25,JAX-based neural network library,False,False,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,1.96,70.95,7468.0,1985.0,22.0,34930.0,7.41,100,Low
open-mmlab/mmaction2,Computer Vision,5032.0,1359.0,317.0,71324.0,Python,2144.0,2020-07-11,2026-05-25,OpenMMLab's Next Generation Video Understanding Toolbox and Benchmark,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,4.21,78.03,66.0,2286.0,172.0,89903.0,20.5,100,Low
cleanlab/cleanlab,Computer Vision,11480.0,896.0,105.0,18212.0,Python,2936.0,2018-05-11,2026-05-25,"Cleanlab's open-source library is the standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",True,True,False,Apache-2.0,ok,39.0,19.0,0.0,0.0,6.0,14.0,0.0,19.0,6.0,Computer Vision,3.8,63.3,1171.0,1442.0,78.0,43325.0,11.77,100,Medium
xinntao/Real-ESRGAN,Deep Learning,35544.0,4346.0,639.0,5514.0,Python,1771.0,2021-07-19,2026-05-25,Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.,True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,5.61,71.8,0.0,85.0,14.0,2770.0,70.49,100,Medium
pallets/flask,Non-ML Control,71581.0,16852.0,3.0,12033.0,Python,5893.0,2010-04-06,2026-05-25,The Python micro framework for building web applications.,False,True,False,BSD-3-Clause,ok,29.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,0.0,Non-ML Control,2.94,68.83,59.0,925.0,29.0,18337.0,0.04,100,Low
pyro-ppl/pyro,MLOps,9003.0,1009.0,279.0,95892.0,Python,3265.0,2017-06-16,2026-05-24,Deep universal probabilistic programming with Python and PyTorch,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.98,65.3,231.0,5887.0,189.0,133935.0,6.78,100,Low
automl/HpBandSter,AutoML/RL,630.0,109.0,66.0,7517.0,Python,3081.0,2017-12-17,2026-03-30,a distributed Hyperband implementation on Steroids,True,True,False,BSD-3-Clause,ok,17.0,8.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,AutoML/RL,3.0,77.12,6918.0,309.0,9.0,8617.0,63.291666666666664,48,Medium
catboost/catboost,AutoML/RL,8960.0,1289.0,699.0,1700293.0,C++,3233.0,2017-07-18,2026-05-25,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification, regression and other machine learning tasks for Python, R, Java, C++. Supports computa",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.5,61.08,8113.0,10453.0,586.0,184016.0,26.44,100,Medium
lucidrains/imagen-pytorch,Deep Learning,8406.0,797.0,104.0,1123.0,Python,1463.0,2022-05-23,2026-05-25,"Implementation of Imagen, Google's Text-to-Image Neural Network, in Pytorch",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.49,52.85,3355.0,405.0,19.0,7507.0,9.03,100,Low
django/django,Non-ML Control,87570.0,33955.0,446.0,279782.0,Python,5140.0,2012-04-28,2026-05-25,The Web framework for perfectionists with deadlines.,False,False,False,BSD-3-Clause,ok,30.0,1.0,2.0,0.0,2.0,11.0,14.0,1.0,4.0,Non-ML Control,1.84,82.38,0.0,38007.0,439.0,0.0,1.02,100,Low
facebookresearch/vissl,Computer Vision,3295.0,328.0,81.0,20075.0,Jupyter Notebook,2237.0,2020-04-09,2026-05-19,"VISSL is FAIR's library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",False,True,False,MIT,ok,75.0,4.0,0.0,0.0,0.0,65.0,6.0,4.0,0.0,Computer Vision,2.94,72.68,164.0,2653.0,73.0,58602.0,30.97,100,Medium
albumentations-team/autoalbument,Computer Vision,206.0,22.0,29.0,246.0,Python,2065.0,2020-09-28,2026-05-23,AutoML for image augmentation. AutoAlbument uses the Faster AutoAugment algorithm to find optimal augmentation policies. Documentation - https://albumentations.ai/docs/autoalbument/,True,True,False,MIT,ok,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Computer Vision,1.77,72.76,6.0,390.0,0.0,2918.0,115.61904761904762,21,Low
tensorflow/probability,MLOps,4418.0,1122.0,724.0,160467.0,Jupyter Notebook,3136.0,2017-10-23,2026-05-25,Probabilistic reasoning and statistical analysis in TensorFlow,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,1.91,0.0,0.0,18997.0,195.0,0.0,55.17,100,Low
EpistasisLab/tpot,AutoML/RL,10049.0,1566.0,312.0,91951.0,Jupyter Notebook,3856.0,2015-11-03,2026-05-25,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,True,True,False,LGPL-3.0,ok,70.0,68.0,0.0,0.0,2.0,0.0,0.0,68.0,2.0,AutoML/RL,3.55,73.04,5129.0,694.0,34.0,17579.0,149.65,100,High
python/mypy,Non-ML Control,20441.0,3200.0,3143.0,83078.0,Python,4917.0,2012-12-07,2026-05-24,Optional static typing for Python,True,True,False,NOASSERTION,ok,256.0,179.0,0.0,15.0,6.0,69.0,2.0,179.0,6.0,Non-ML Control,3.84,60.98,318.0,10112.0,759.0,178962.0,0.87,100,Medium
davidhalter/jedi,Non-ML Control,6145.0,531.0,72.0,13454.0,Python,5209.0,2012-02-19,2026-05-25,"Awesome autocompletion, static analysis and refactoring library for python",False,True,False,NOASSERTION,ok,36.0,24.0,0.0,1.0,1.0,7.0,4.0,24.0,1.0,Non-ML Control,2.8,77.18,1393.0,2887.0,86.0,46659.0,93.68,100,Medium
google/neural-tangents,Deep Learning,2383.0,241.0,69.0,10932.0,Jupyter Notebook,2604.0,2019-04-08,2026-05-08,Fast and Easy Infinite Neural Networks in Python,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.99,66.66,4913.0,637.0,53.0,27060.0,38.2,100,Medium
psf/requests,Non-ML Control,54020.0,9945.0,229.0,13545.0,Python,5580.0,2011-02-13,2026-05-25,"A simple, yet elegant, HTTP library.",True,True,False,Apache-2.0,ok,32.0,9.0,0.0,0.0,3.0,11.0,9.0,9.0,3.0,Non-ML Control,2.84,68.04,94.0,713.0,13.0,11997.0,0.09,100,Low
EpistasisLab/tpot2,AutoML/RL,250.0,33.0,54.0,11044.0,Jupyter Notebook,1158.0,2023-03-24,2026-05-10,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming. ,False,True,False,LGPL-3.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.53,73.57,5098.0,692.0,33.0,17469.0,10.69,100,Medium
openml/openml-python,AutoML/RL,349.0,268.0,267.0,226185.0,Python,4449.0,2014-03-20,2026-05-22,OpenML's Python API for a World of Data and More 💫,True,True,False,NOASSERTION,ok,84.0,13.0,0.0,0.0,0.0,2.0,69.0,13.0,0.0,AutoML/RL,3.36,74.96,165.0,1118.0,44.0,29657.0,36.57,100,Medium
catalyst-team/catalyst,MLOps,3376.0,400.0,4.0,55120.0,Python,2835.0,2018-08-20,2026-05-24,Accelerated deep learning R&D,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.38,75.43,36.0,2397.0,28.0,57291.0,50.22,100,Low
sqlalchemy/sqlalchemy,Non-ML Control,11883.0,1687.0,213.0,103103.0,Python,2736.0,2018-11-27,2026-05-25,The Database Toolkit for Python,True,True,False,MIT,ok,42.0,1.0,0.0,0.0,2.0,18.0,21.0,1.0,2.0,Non-ML Control,2.08,50.07,0.0,30535.0,524.0,0.0,5.45,100,Low
sphinx-doc/sphinx,Non-ML Control,7854.0,2441.0,1481.0,109199.0,Python,4161.0,2015-01-02,2026-05-24,The Sphinx documentation generator,False,True,False,NOASSERTION,ok,54.0,13.0,1.0,1.0,1.0,13.0,26.0,13.0,2.0,Non-ML Control,3.16,76.3,233.0,8182.0,365.0,147879.0,7.0,100,Medium
facebookresearch/mae,Deep Learning,8327.0,1349.0,133.0,806.0,Python,1631.0,2021-12-06,2026-05-25,PyTorch implementation of MAE https//arxiv.org/abs/2111.06377,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.1,66.79,75.0,104.0,4.0,2502.0,24.123456790123456,81,Low
open-mmlab/mmtracking,Computer Vision,3877.0,622.0,277.0,2984.0,Python,2095.0,2020-08-29,2026-05-24,"OpenMMLab Video Perception Toolbox. It supports Video Object Detection (VID), Multiple Object Tracking (MOT), Single Object Tracking (SOT), Video Instance Segmentation (VIS) with a unified framework.",True,True,False,Apache-2.0,ok,38.0,1.0,0.0,0.0,0.0,19.0,18.0,1.0,0.0,Computer Vision,4.69,76.6,33.0,990.0,84.0,36314.0,10.49,100,Low
shankarpandala/lazypredict,AutoML/RL,3321.0,370.0,0.0,26364.0,Python,2382.0,2019-11-16,2026-05-25,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without any parameter tuning,True,True,False,MIT,ok,22.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,1.0,AutoML/RL,3.12,69.47,0.0,508.0,14.0,10042.0,67.05,100,Medium
Arize-ai/phoenix,MLOps,9832.0,891.0,521.0,477042.0,Python,1293.0,2022-11-09,2026-05-25,AI Observability & Evaluation,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.84,68.06,807.0,12579.0,724.0,321437.0,0.57,100,Low
automl/Auto-PyTorch,AutoML/RL,2534.0,304.0,75.0,20347.0,Python,2733.0,2018-11-30,2026-05-21,Automatic architecture search and hyperparameter optimization for PyTorch,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.56,74.8,72.0,2501.0,153.0,64051.0,36.92,100,Low
executablebooks/MyST-Parser,Non-ML Control,880.0,229.0,216.0,2160.0,Python,2293.0,2020-02-13,2026-05-24,"An extended commonmark compliant parser, with bridges to docutils/sphinx",False,True,False,MIT,ok,33.0,21.0,0.0,0.0,1.0,3.0,8.0,21.0,1.0,Non-ML Control,3.78,74.12,15.0,481.0,34.0,10711.0,52.39,100,Medium
celery/celery,Non-ML Control,28527.0,5050.0,781.0,36798.0,Python,6240.0,2009-04-24,2026-05-25,Distributed Task Queue (development branch),True,True,False,NOASSERTION,ok,56.0,6.0,0.0,5.0,6.0,37.0,7.0,6.0,6.0,Non-ML Control,2.55,63.78,43.0,7781.0,116.0,99667.0,4.87,100,Low
tryolabs/norfair,Computer Vision,2648.0,277.0,31.0,521656.0,Python,2154.0,2020-07-01,2026-05-25,Lightweight Python library for adding real-time multi-object tracking to any detector.,False,True,False,BSD-3-Clause,ok,7.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,Computer Vision,3.46,61.69,175.0,319.0,14.0,10086.0,27.45,100,Low
facebookresearch/dino,Deep Learning,7573.0,1041.0,113.0,25006.0,Python,1860.0,2021-04-21,2026-05-25,PyTorch code for Vision Transformers training with the Self-Supervised learning method DINO,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.23,51.86,169.0,169.0,6.0,3782.0,26.39,100,Low
h2oai/h2o-3,AutoML/RL,7482.0,2032.0,2857.0,632758.0,Jupyter Notebook,4466.0,2014-03-03,2026-05-25,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM) & XGBoost, Random Forest, Generalized Linear Modeling (GLM with Elastic Net), K-Me",False,True,False,Apache-2.0,ok,33.0,5.0,0.0,1.0,0.0,28.0,0.0,5.0,0.0,AutoML/RL,3.18,71.83,36302.0,7824.0,410.0,102627.0,11.8,100,Medium
google/init2winit,AutoML/RL,85.0,10.0,86.0,3286.0,Python,1837.0,2021-05-14,2026-05-21,,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.67,66.7,11091.0,1937.0,43.0,64064.0,6.26,100,Low
readthedocs/readthedocs.org,Non-ML Control,8356.0,3705.0,389.0,135879.0,Python,5761.0,2010-08-16,2026-05-25,The source code that powers readthedocs.org,False,True,False,MIT,ok,55.0,17.0,0.0,0.0,0.0,28.0,10.0,17.0,0.0,Non-ML Control,2.22,86.94,370.0,6168.0,90.0,134415.0,2.56,100,Medium
langfuse/langfuse,MLOps,27901.0,2861.0,643.0,82786.0,TypeScript,1103.0,2023-05-18,2026-05-25,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23 ",False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,0.0,0.0,8.0,0.0,0.0,727.0,0.7,100,Low
scrapy/scrapy,Non-ML Control,61822.0,11572.0,624.0,30447.0,Python,5936.0,2010-02-22,2026-05-25,"Scrapy, a fast high-level web crawling & scraping framework for Python.",True,True,False,BSD-3-Clause,ok,23.0,2.0,0.0,0.0,1.0,3.0,17.0,2.0,1.0,Non-ML Control,2.65,65.76,63.0,5781.0,75.0,76492.0,0.41,100,Low
microsoft/Swin-Transformer,Deep Learning,15929.0,2220.0,204.0,1099.0,Python,1887.0,2021-03-25,2026-05-25,"This is an official implementation for ""Swin Transformer: Hierarchical Vision Transformer using Shifted Windows"".",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.37,58.12,136.0,311.0,10.0,6708.0,53.86,100,Low
traceloop/openllmetry,MLOps,7145.0,976.0,520.0,67954.0,Python,996.0,2023-09-02,2026-05-25,"Open-source observability for your GenAI or LLM application, based on OpenTelemetry",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,4.23,67.35,142.0,5830.0,500.0,135882.0,7.92,100,Low
google-deepmind/rlax,AutoML/RL,1426.0,98.0,21.0,439.0,Python,2288.0,2020-02-18,2026-05-14,,True,True,False,Apache-2.0,ok,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,AutoML/RL,1.47,70.32,1992.0,540.0,0.0,11315.0,25.69,100,Medium
openai/procgen,AutoML/RL,1162.0,220.0,19.0,32052.0,C++,2376.0,2019-11-22,2026-05-24,Procgen Benchmark: Procedurally-Generated Game-Like Gym-Environments,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.43,74.0,27.0,49.0,1.0,1227.0,37.116279069767444,86,Low
jupyterlab/jupyterlab,Non-ML Control,15162.0,4003.0,2596.0,307041.0,TypeScript,3643.0,2016-06-03,2026-05-25,JupyterLab computational environment.,True,True,False,BSD-3-Clause,ok,101.0,4.0,0.0,0.0,2.0,26.0,69.0,4.0,2.0,Non-ML Control,3.47,78.53,54.0,572.0,23.0,12849.0,3.23,100,Low
facebookresearch/ConvNeXt,Deep Learning,6375.0,740.0,57.0,54.0,Python,1600.0,2022-01-06,2026-05-25,Code release for ConvNeXt model,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,4.95,80.85,280.0,132.0,18.0,5077.0,19.266666666666666,90,Low
google-deepmind/reverb,AutoML/RL,779.0,106.0,34.0,2917.0,C++,2215.0,2020-05-01,2026-05-24,Reverb is an efficient and easy-to-use data storage and transport system designed for machine learning research,False,True,False,Apache-2.0,ok,13.0,8.0,0.0,1.0,0.0,5.0,0.0,8.0,0.0,AutoML/RL,2.12,75.38,1338.0,424.0,3.0,8630.0,47.35,100,Medium
MVIG-SJTU/AlphaPose,Computer Vision,8562.0,2030.0,305.0,121674.0,Python,3050.0,2018-01-17,2026-05-24,Real-Time and Accurate Full-Body Multi-Person Pose Estimation&Tracking System,True,True,False,NOASSERTION,ok,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,Computer Vision,3.46,67.67,4052.0,1517.0,71.0,34328.0,35.28,100,Medium
open-telemetry/opentelemetry-python,MLOps,2458.0,887.0,412.0,49917.0,Python,2575.0,2019-05-07,2026-05-24,OpenTelemetry Python API and SDK ,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,1.87,84.78,1574.0,5363.0,56.0,112998.0,5.99,100,Low
jupyter/notebook,Non-ML Control,13163.0,5668.0,1909.0,47608.0,Jupyter Notebook,4064.0,2015-04-09,2026-05-25,Jupyter Interactive Notebook,False,True,False,BSD-3-Clause,ok,11.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,Non-ML Control,2.8,84.25,2.0,41.0,0.0,1089.0,8.47,100,Low
pydantic/pydantic,Non-ML Control,27849.0,2639.0,568.0,405301.0,Python,3309.0,2017-05-03,2026-05-25,Data validation using Python type hints,False,True,False,MIT,ok,94.0,28.0,0.0,5.0,6.0,10.0,50.0,28.0,6.0,Non-ML Control,2.97,0.0,0.0,8166.0,231.0,0.0,2.0,100,Low
google-research/simclr,Deep Learning,4496.0,666.0,71.0,3957.0,Jupyter Notebook,2267.0,2020-03-10,2026-05-25,SimCLRv2 - Big Self-Supervised Models are Strong Semi-Supervised Learners,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.53,58.92,1118.0,154.0,7.0,5238.0,22.25,100,Medium
zuoxingdong/lagom,AutoML/RL,378.0,31.0,16.0,100579.0,Jupyter Notebook,3077.0,2017-12-21,2025-10-26,lagom: A PyTorch infrastructure for rapid prototyping of reinforcement learning algorithms.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.43,70.03,2095.0,682.0,32.0,10845.0,2.98,100,Low
microsoft/CvT,Computer Vision,606.0,127.0,22.0,167.0,Python,1826.0,2021-05-25,2026-05-08,This is an official implementation of CvT: Introducing Convolutions to Vision Transformers.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Computer Vision,3.79,67.9,26.0,104.0,6.0,2454.0,10.166666666666666,6,Low
facebookresearch/Pearl,AutoML/RL,3003.0,200.0,16.0,57031.0,Jupyter Notebook,1144.0,2023-04-07,2026-05-22,A Production-ready Reinforcement Learning AI Agent Library brought by the Applied Reinforcement Learning team at Meta. ,False,True,False,MIT,ok,25.0,6.0,13.0,0.0,0.0,2.0,4.0,6.0,13.0,AutoML/RL,2.5,80.47,43.0,1244.0,21.0,32469.0,23.8,100,Low
getsentry/sentry-python,MLOps,2187.0,616.0,409.0,87246.0,Python,2898.0,2018-06-18,2026-05-24,The official Python SDK for Sentry.io,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,5.64,62.46,486.0,4962.0,666.0,168235.0,0.16,100,Low
pytest-dev/pytest,Non-ML Control,13877.0,3142.0,964.0,40285.0,Python,3997.0,2015-06-15,2026-05-25,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing",True,True,False,MIT,ok,83.0,1.0,0.0,0.0,8.0,58.0,16.0,1.0,8.0,Non-ML Control,2.73,65.32,53.0,6029.0,129.0,107828.0,2.94,100,Low
facebookresearch/ReAgent,AutoML/RL,3704.0,530.0,85.0,32575.0,Python,3224.0,2017-07-27,2026-05-24,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.)",False,True,False,BSD-3-Clause,ok,152.0,15.0,84.0,1.0,1.0,43.0,9.0,15.0,85.0,AutoML/RL,2.51,77.14,183.0,3691.0,68.0,68525.0,19.61,100,Medium
DataDog/datadogpy,MLOps,665.0,321.0,82.0,1979.0,Python,4136.0,2015-01-27,2026-05-13,The Datadog Python library,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.89,75.36,406.0,1154.0,49.0,22888.0,21.94,100,Low
ipython/ipython,Non-ML Control,16706.0,4477.0,1589.0,81233.0,Python,5859.0,2010-05-10,2026-05-24,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.",True,True,False,BSD-3-Clause,ok,49.0,2.0,1.0,0.0,1.0,45.0,0.0,2.0,2.0,Non-ML Control,3.16,68.18,3800.0,3863.0,156.0,84630.0,6.55,100,Medium
pygments/pygments,Non-ML Control,2166.0,804.0,612.0,28627.0,Python,2459.0,2019-08-31,2026-05-23,Pygments is a generic syntax highlighter written in Python,True,True,False,BSD-2-Clause,ok,23.0,2.0,1.0,3.0,4.0,10.0,6.0,2.0,5.0,Non-ML Control,3.23,0.0,0.0,2089.0,69.0,0.0,38.61,100,Medium
unslothai/unsloth,Deep Learning,65126.0,5777.0,1303.0,81752.0,Python,908.0,2023-11-29,2026-05-25,"Unsloth Studio is a web UI for training and running open models like Gemma 4, Qwen3.6, DeepSeek, gpt-oss locally.",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,4.67,54.52,47087.0,6834.0,572.0,221471.0,0.32,100,Low
redis/redis-py,Non-ML Control,13545.0,2683.0,74.0,13080.0,Python,6044.0,2009-11-06,2026-05-25,Redis Python client,False,True,False,MIT,ok,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Non-ML Control,3.25,56.46,269.0,9758.0,382.0,169898.0,6.65,100,Low
apple/ml-4m,Computer Vision,1797.0,109.0,16.0,12820.0,Python,777.0,2024-04-08,2026-05-18,4M: Massively Multimodal Masked Modeling,False,True,False,Apache-2.0,ok,58.0,9.0,0.0,0.0,0.0,49.0,0.0,9.0,0.0,Computer Vision,3.84,61.75,4059.0,1344.0,92.0,32679.0,42.26315789473684,19,High
kengz/SLM-Lab,AutoML/RL,1350.0,288.0,5.0,59848.0,Python,3157.0,2017-10-02,2026-05-20,"Modular Deep Reinforcement Learning framework in PyTorch. Companion library of the book ""Foundations of Deep Reinforcement Learning"".",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.08,64.08,245.0,957.0,20.0,15706.0,161.85,100,Medium
replicate/replicate-python,MLOps,907.0,269.0,65.0,6499.0,Python,1475.0,2022-05-11,2026-05-20,Python client for Replicate,False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.35,63.82,13.0,347.0,22.0,8113.0,8.9,100,Low
pfnet/pfrl,AutoML/RL,1270.0,158.0,36.0,15535.0,Python,2161.0,2020-06-24,2026-05-16,PFRL: a PyTorch-based deep reinforcement learning library,True,True,False,MIT,ok,69.0,2.0,0.0,0.0,0.0,0.0,67.0,2.0,0.0,AutoML/RL,2.88,70.25,8.0,1598.0,54.0,31332.0,33.28,100,Medium
pyparsing/pyparsing,Non-ML Control,2471.0,310.0,38.0,14248.0,Python,3298.0,2017-05-14,2026-05-25,Python library for creating PEG parsers,True,True,False,MIT,ok,18.0,15.0,0.0,2.0,1.0,2.0,0.0,15.0,1.0,Non-ML Control,2.84,70.13,1414.0,1675.0,53.0,51206.0,51.71,100,Medium
axolotl-ai-cloud/axolotl,Deep Learning,11960.0,1347.0,225.0,36427.0,Python,1137.0,2023-04-14,2026-05-25,Go ahead and axolotl questions,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.81,68.72,509.0,5225.0,311.0,144009.0,6.29,100,Low
iterative/mlem,MLOps,718.0,42.0,131.0,1365.0,Python,1698.0,2021-09-30,2026-05-08,"🐶 A tool to package, serve, and deploy any ML model on any platform. Archived to be resurrected one day🤞",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.58,66.17,39.0,2366.0,32.0,33477.0,7.12,100,Low
arrow-py/arrow,Non-ML Control,9044.0,743.0,145.0,2223.0,Python,4936.0,2012-11-18,2026-05-24,🏹 Better dates & times for Python,True,True,False,Apache-2.0,ok,12.0,4.0,3.0,0.0,1.0,0.0,4.0,4.0,4.0,Non-ML Control,5.37,54.85,12.0,1115.0,157.0,19928.0,72.52,100,Medium
artidoro/qlora,Deep Learning,10911.0,873.0,207.0,31232.0,Jupyter Notebook,1110.0,2023-05-11,2026-05-24,QLoRA: Efficient Finetuning of Quantized LLMs,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,5.72,49.73,107.0,29.0,3.0,1220.0,49.04210526315789,95,Medium
openai/mujoco-py,AutoML/RL,3140.0,827.0,427.0,5823.0,Cython,3683.0,2016-04-24,2026-05-24,"MuJoCo is a physics engine for detailed, efficient rigid body simulations with contacts. mujoco-py allows using MuJoCo from Python 3.",True,True,False,NOASSERTION,ok,15.0,6.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,AutoML/RL,3.49,74.63,347.0,217.0,10.0,5843.0,88.17,100,Medium
aio-libs/aiohttp,Non-ML Control,16443.0,2276.0,245.0,40582.0,Python,4619.0,2013-10-01,2026-05-25,Asynchronous HTTP client/server framework for asyncio and Python,False,True,False,Apache-2.0,ok,37.0,22.0,3.0,0.0,0.0,8.0,4.0,22.0,3.0,Non-ML Control,2.96,47.07,56.0,5376.0,128.0,91932.0,0.04,100,Low
